figure,figure_note,panel_metric,x_label,region_raw,force_g,n_frames,n_trials,median,q1,q3,iqr,whisker_lo,whisker_hi,mean,sd,min,max
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Deformation radius (mm),Lateral,Region A,1.000000,35,3,0.887274,0.627149,0.971455,0.344306,0.500000,1.109295,0.831673,0.176577,0.500000,1.109295
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Penetration depth (mm),Lateral,Region A,1.000000,35,3,0.071146,0.032965,0.090557,0.057592,0.026909,0.144282,0.067809,0.036441,0.026909,0.189225
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Max compressive strain (%),Lateral,Region A,1.000000,35,3,8.897114,7.940417,9.947328,2.006911,5.395913,12.918340,8.993512,2.241747,4.526822,15.862327
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Deformation radius (mm),Proximal,Region CD,1.000000,35,3,1.155590,1.041406,1.253389,0.211984,0.997813,1.419524,1.173614,0.135670,0.997813,1.574904
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Penetration depth (mm),Proximal,Region CD,1.000000,35,3,0.086991,0.080290,0.109898,0.029608,0.073844,0.119678,0.093201,0.014898,0.073844,0.119678
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Max compressive strain (%),Proximal,Region CD,1.000000,35,3,9.377132,9.051370,9.729519,0.678149,8.216683,10.657269,9.327599,0.603536,7.861470,10.657269
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Deformation radius (mm),Volar,Glabrous,1.000000,36,3,2.189164,2.175976,2.220904,0.044928,2.135645,2.281116,2.176343,0.112383,1.896326,2.442852
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Penetration depth (mm),Volar,Glabrous,1.000000,36,3,0.125900,0.119140,0.137804,0.018664,0.104200,0.151336,0.127248,0.011785,0.104200,0.151336
fig3_1p00g_by_region,1.00 g; Lateral (Region A) vs Proximal (Region CD) vs Volar (Glabrous),Max compressive strain (%),Volar,Glabrous,1.000000,36,3,5.177041,4.782684,5.472022,0.689338,4.268380,6.004474,5.172796,0.422370,4.268380,6.004474
