panel_order,panel_label,panel_col,panel_row,section,force_pair,group,n_subjects,mean_pct,sd_pct,sem_pct,median_pct,q1_pct,q3_pct,iqr_pct,whisker_lo_pct,whisker_hi_pct,min_pct,max_pct,statistical_test,contrast,p_value,significance,subject_id,accuracy_pct,mean_same_trial_pct,mean_diff_trial_pct,same_trial_accuracy_pct,diff_trial_accuracy_pct,n_trials
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,15–26,all pairs,,,,,,,,,,,,,,,,,P54,33.333300,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,26–60,all pairs,,,,,,,,,,,,,,,,,P54,83.333300,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,10–26,all pairs,,,,,,,,,,,,,,,,,P55,83.333300,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,15–26,all pairs,,,,,,,,,,,,,,,,,P55,50.000000,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,26–60,all pairs,,,,,,,,,,,,,,,,,P55,83.333300,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,10–26,all pairs,,,,,,,,,,,,,,,,,P56,91.666700,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,15–26,all pairs,,,,,,,,,,,,,,,,,P56,25.000000,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,26–60,all pairs,,,,,,,,,,,,,,,,,P56,66.666700,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,10–26,all pairs,,,,,,,,,,,,,,,,,P59,75.000000,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,15–26,all pairs,,,,,,,,,,,,,,,,,P59,16.666700,,,,,
"(1,2)","(1,2) 2AFC — High band",1,2,subject_data,26–60,all pairs,,,,,,,,,,,,,,,,,P59,91.666700,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,descriptive,0.4–1,,15.000000,69.537000,15.309000,,66.666700,59.722200,78.472200,18.750000,50.000000,97.222200,,,,,,,,,73.333300,68.055600,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,descriptive,0.6–1,,15.000000,50.694400,6.498600,,50.000000,44.444400,55.555600,11.111100,41.666700,63.888900,,,,,,,,,68.611100,41.111100,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,descriptive,1–1.4,,15.000000,51.851900,10.375800,,52.777800,45.833300,58.333300,12.500000,30.555600,66.666700,,,,,,,,,71.388900,41.666700,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,descriptive,1–2,,15.000000,72.175900,9.595500,,72.222200,66.666700,77.430600,10.763900,63.888900,91.666700,,,,,,,,,75.000000,70.833300,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,inferential,0.4–1 vs 0.6–1,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",0.6–1 − 0.4–1,0.000001,***,,,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,inferential,0.4–1 vs 1–1.4,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",1–1.4 − 0.4–1,0.000303,***,,,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,inferential,0.4–1 vs 1–2,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",1–2 − 0.4–1,0.475968,n.s.,,,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,inferential,0.6–1 vs 1–1.4,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",1–1.4 − 0.6–1,0.648080,n.s.,,,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,inferential,0.6–1 vs 1–2,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",1–2 − 0.6–1,0.000000,***,,,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,inferential,1–1.4 vs 1–2,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",1–2 − 1–1.4,0.000000,***,,,,,,,
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P76,50.000000,,,41.666700,54.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P76,41.666700,,,83.333300,20.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P76,66.666700,,,83.333300,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P76,80.555600,,,91.666700,75.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P77,72.222200,,,50.000000,83.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P77,50.000000,,,50.000000,50.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P77,58.333300,,,75.000000,50.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P77,72.222200,,,83.333300,66.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P78,88.888900,,,83.333300,91.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P78,50.000000,,,58.333300,45.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P78,52.777800,,,75.000000,41.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P78,69.444400,,,75.000000,66.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P79,50.000000,,,75.000000,37.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P79,44.444400,,,75.000000,29.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P79,30.555600,,,41.666700,25.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P79,66.666700,,,83.333300,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P80,66.666700,,,58.333300,70.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P80,47.222200,,,58.333300,41.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P80,41.666700,,,58.333300,33.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P80,63.888900,,,66.666700,62.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P81,94.444400,,,83.333300,100.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P81,55.555600,,,91.666700,37.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P81,36.111100,,,75.000000,16.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P81,91.666700,,,100.000000,87.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P82,79.166700,,,66.666700,91.666700,48.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P82,52.083300,,,70.833300,33.333300,48.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P82,58.333300,,,70.833300,45.833300,48.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P82,77.083300,,,75.000000,79.166700,48.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P83,97.222200,,,91.666700,100.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P83,58.333300,,,83.333300,45.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P83,50.000000,,,91.666700,29.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P83,80.555600,,,41.666700,100.000000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P84,69.444400,,,91.666700,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P84,44.444400,,,58.333300,37.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P84,47.222200,,,83.333300,29.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P84,50.000000,,,66.666700,41.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P85,63.888900,,,66.666700,62.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P85,50.000000,,,75.000000,37.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P85,58.333300,,,83.333300,45.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P85,77.777800,,,91.666700,70.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P86,61.111100,,,75.000000,54.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P86,44.444400,,,41.666700,45.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P86,55.555600,,,50.000000,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P86,72.222200,,,58.333300,79.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P87,58.333300,,,100.000000,37.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P87,44.444400,,,66.666700,33.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P87,44.444400,,,75.000000,29.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P87,66.666700,,,75.000000,62.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P88,61.111100,,,75.000000,54.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P88,55.555600,,,83.333300,41.666700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P88,58.333300,,,50.000000,62.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P88,63.888900,,,75.000000,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P89,77.777800,,,75.000000,79.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P89,58.333300,,,58.333300,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P89,66.666700,,,75.000000,62.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P89,75.000000,,,66.666700,79.166700,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.4–1,overall,,,,,,,,,,,,,,,,,P90,52.777800,,,66.666700,45.833300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,0.6–1,overall,,,,,,,,,,,,,,,,,P90,63.888900,,,75.000000,58.333300,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–1.4,overall,,,,,,,,,,,,,,,,,P90,52.777800,,,83.333300,37.500000,36.000000
"(2,1)","(2,1) SAME/DIFFERENT — Low band",2,1,subject_data,1–2,overall,,,,,,,,,,,,,,,,,P90,75.000000,,,75.000000,75.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,descriptive,10–26,,15.000000,69.629600,7.233400,,72.222200,63.888900,75.000000,11.111100,58.333300,80.555600,,,,,,,,,80.000000,64.444400,,,
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,descriptive,15–26,,15.000000,53.888900,10.004400,,50.000000,48.611100,62.500000,13.888900,33.333300,69.444400,,,,,,,,,82.222200,39.722200,,,
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,descriptive,26–60,,15.000000,82.037000,7.032500,,83.333300,79.166700,86.111100,6.944400,72.222200,91.666700,,,,,,,,,83.888900,81.111100,,,
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,inferential,10–26 vs 15–26,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",15–26 − 10–26,0.000000,***,,,,,,,
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,inferential,10–26 vs 26–60,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",26–60 − 10–26,0.000014,***,,,,,,,
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,inferential,15–26 vs 26–60,,,,,,,,,,,,,,"GEE (binomial, subject clustering)",26–60 − 15–26,0.000000,***,,,,,,,
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P76,77.777800,,,91.666700,70.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P76,69.444400,,,91.666700,58.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P76,83.333300,,,100.000000,75.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P77,61.111100,,,75.000000,54.166700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P77,50.000000,,,66.666700,41.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P77,86.111100,,,83.333300,87.500000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P78,61.111100,,,58.333300,62.500000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P78,47.222200,,,75.000000,33.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P78,88.888900,,,100.000000,83.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P79,63.888900,,,91.666700,50.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P79,63.888900,,,100.000000,45.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P79,83.333300,,,83.333300,83.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P80,80.555600,,,75.000000,83.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P80,50.000000,,,83.333300,33.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P80,83.333300,,,75.000000,87.500000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P81,77.777800,,,75.000000,79.166700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P81,55.555600,,,83.333300,41.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P81,80.555600,,,75.000000,83.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P82,72.222200,,,100.000000,58.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P82,41.666700,,,83.333300,20.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P82,66.666700,,,91.666700,54.166700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P83,75.000000,,,66.666700,79.166700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P83,50.000000,,,66.666700,41.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P83,91.666700,,,91.666700,91.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P84,75.000000,,,75.000000,75.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P84,66.666700,,,100.000000,50.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P84,86.111100,,,83.333300,87.500000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P85,58.333300,,,83.333300,45.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P85,33.333300,,,66.666700,16.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P85,88.888900,,,75.000000,95.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P86,63.888900,,,83.333300,54.166700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P86,61.111100,,,91.666700,45.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P86,83.333300,,,83.333300,83.333300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P87,72.222200,,,83.333300,66.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P87,50.000000,,,91.666700,29.166700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P87,86.111100,,,75.000000,91.666700,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P88,63.888900,,,91.666700,50.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P88,58.333300,,,83.333300,45.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P88,77.777800,,,83.333300,75.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P89,75.000000,,,75.000000,75.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P89,47.222200,,,50.000000,45.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P89,72.222200,,,66.666700,75.000000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,10–26,overall,,,,,,,,,,,,,,,,,P90,66.666700,,,75.000000,62.500000,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,15–26,overall,,,,,,,,,,,,,,,,,P90,63.888900,,,100.000000,45.833300,36.000000
"(2,2)","(2,2) SAME/DIFFERENT — High band",2,2,subject_data,26–60,overall,,,,,,,,,,,,,,,,,P90,72.222200,,,91.666700,62.500000,36.000000
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,0.4–1,On-nail,15.000000,65.000000,16.122100,,58.333300,54.166700,75.000000,20.833300,41.666700,100.000000,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,0.4–1,Off-nail,15.000000,68.750000,16.685300,,66.666700,58.333300,78.125000,19.791700,41.666700,100.000000,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,inferential,0.4–1,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.269237,n.s.,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P76,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P77,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P78,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P79,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P80,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P81,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P82,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P83,100.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P84,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P85,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P86,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P87,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P88,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P89,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,On-nail,,,,,,,,,,,,,,,,,P90,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P76,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P77,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P78,100.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P79,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P80,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P81,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P82,81.250000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P83,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P84,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P85,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P86,58.333300,,,,,
