figure,analysis_cohort,cohort_label,force_g,condition,condition_raw,n_trials,n_subjects,q1,median,q3,iqr,whisker_lo,whisker_hi,mean,sd,row_type,comparison,test,reference,test_group,shown_on_figure,pooling_method,p_value,sig_star,lme_coef,lme_ci_lo,lme_ci_hi,n_ref_observations,n_test_observations,n_ref_subjects,n_test_subjects,n_paired_subjects,mean_ref,mean_test,mean_diff,cohens_d,hedges_g,cohens_d_ci_lo,cohens_d_ci_hi,effect_size_method,sensitivity_note,source,source_raw,both_conditions_at_force,group,group_label,n_observations
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.040000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.070000,,,5.000000,5.000000,78.000000,80.000000,83.000000,5.000000,78.000000,83.000000,74.200000,22.884493,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",True,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.070000,,,360.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.558201,17.437321,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",True,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,,,360.000000,30.000000,0.000000,37.500000,60.000000,60.000000,0.000000,100.000000,35.692130,31.506021,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.400000,,,5.000000,5.000000,91.000000,93.000000,100.000000,9.000000,90.000000,100.000000,94.800000,4.868265,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.400000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,,,360.000000,30.000000,60.000000,83.333333,100.000000,40.000000,0.000000,100.000000,77.625331,23.085859,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,,,5.000000,5.000000,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,100.000000,0.000000,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",True,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,,,360.000000,30.000000,75.000000,87.500000,100.000000,25.000000,40.000000,100.000000,85.200397,18.299691,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",True,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.400000,,,5.000000,5.000000,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,96.400000,8.049845,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",True,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.400000,,,360.000000,30.000000,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,96.442791,8.943744,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",True,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.020000,,,5.000000,5.000000,8.000000,20.000000,58.000000,50.000000,0.000000,58.000000,28.800000,27.589853,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.020000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.040000,,,5.000000,5.000000,75.000000,85.000000,95.000000,20.000000,45.000000,100.000000,80.000000,21.794495,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.040000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.070000,,,5.000000,5.000000,78.000000,80.000000,83.000000,5.000000,78.000000,83.000000,74.200000,22.884493,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.070000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,,,180.000000,15.000000,0.000000,25.000000,42.857143,42.857143,0.000000,100.000000,27.595238,24.508096,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,,,5.000000,5.000000,91.000000,93.000000,100.000000,9.000000,90.000000,100.000000,94.800000,4.868265,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",True,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,,,180.000000,15.000000,50.000000,62.500000,75.000000,25.000000,12.500000,100.000000,63.396825,22.421854,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",True,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,,,180.000000,15.000000,60.000000,75.000000,87.500000,27.500000,28.571429,100.000000,72.093254,23.754215,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",1.000000,,,5.000000,5.000000,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,100.000000,0.000000,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",1.000000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",1.400000,,,5.000000,5.000000,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,96.400000,8.049845,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerpad (Kao et al. 2022),"Fingerpad 
(Kao et al. 2022, n=5)",False,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",1.400000,,,0.000000,0.000000,,,,,,,,,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,Periungual: On-touch (this study),"Periungual: On-touch
(this study, ● n=30, $\triangle$ n=15)",False,,,
Fig3_future_full_kao(final),primary_all,Primary: all included subjects (matches final figures),0.070000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.000000,***,-66.641799,-82.269694,-51.013904,5.000000,360.000000,5.000000,30.000000,,74.200000,7.558201,-66.641799,-6.220536,-6.078081,-14.039931,-3.932225,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),primary_all,Primary: all included subjects (matches final figures),0.400000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.003476,**,-31.403175,-52.465971,-10.340378,5.000000,180.000000,5.000000,15.000000,,94.800000,63.396825,-31.403175,-3.954273,-3.787191,-8.847198,-2.880619,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),primary_all,Primary: all included subjects (matches final figures),1.000000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.071671,n.s.,-14.799603,-30.903669,1.304463,5.000000,360.000000,5.000000,30.000000,,100.000000,85.200397,-14.799603,-1.974501,-1.929284,-2.637514,-1.575403,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),primary_all,Primary: all included subjects (matches final figures),1.400000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.991535,n.s.,0.042791,-7.862377,7.947959,5.000000,360.000000,5.000000,30.000000,,96.400000,96.442791,0.042791,0.011568,0.011303,-1.833640,1.788432,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.070000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.000000,***,-66.641799,-82.269694,-51.013904,5.000000,360.000000,5.000000,30.000000,,74.200000,7.558201,-66.641799,-6.220536,-6.078081,-14.039931,-3.932225,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.071671,n.s.,-14.799603,-30.903669,1.304463,5.000000,360.000000,5.000000,30.000000,,100.000000,85.200397,-14.799603,-1.974501,-1.929284,-2.637514,-1.575403,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.400000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.991535,n.s.,0.042791,-7.862377,7.947959,5.000000,360.000000,5.000000,30.000000,,96.400000,96.442791,0.042791,0.011568,0.011303,-1.833640,1.788432,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
Fig3_future_full_kao(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,,,,,,,,,,,,,comparison,Periungual: On-touch vs Fingerpad (Kao),"LME (trial-level): Score ~ Group, random intercept ~ participant",Fingerpad (Kao et al. 2022),Periungual: On-touch,False,trial-level (Kao participant / peri subject trials),0.003476,**,-31.403175,-52.465971,-10.340378,5.000000,180.000000,5.000000,15.000000,,94.800000,63.396825,-31.403175,-3.954273,-3.787191,-8.847198,-2.880619,independent Cohen's d on participant/subject means (Periungual − Fingerpad; bootstrap CI),Kao n=5 unchanged across cohorts,,,,,,
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.160000,,,,45.000000,21.875000,32.321429,41.406250,19.531250,0.000000,67.142857,32.584987,17.305114,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),90.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.160000,,,,45.000000,3.571429,12.500000,22.053571,18.482143,0.000000,48.750000,15.282738,14.340817,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),90.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.400000,,,,15.000000,58.742560,62.500000,67.641369,8.898810,52.946429,76.785714,62.559524,9.024705,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.400000,,,,15.000000,38.125000,44.419643,49.627976,11.502976,34.642857,65.178571,44.682540,11.427217,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.600000,,,,45.000000,62.946429,72.336310,83.392857,20.446429,35.714286,96.875000,71.449735,15.037893,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),90.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.600000,,,,45.000000,47.715774,60.580357,73.437500,25.721726,15.476190,92.857143,59.891865,17.488524,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),90.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),1.000000,,,,30.000000,81.145833,89.285714,95.833333,14.687500,61.428571,100.000000,87.000992,11.013969,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),60.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),1.000000,,,,30.000000,76.741071,85.059524,92.261905,15.520833,55.714286,100.000000,82.478175,12.849362,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),60.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,,,,30.000000,17.410714,32.053571,44.151786,26.741071,0.000000,67.142857,32.341766,19.651536,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),60.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,,,,30.000000,7.142857,15.238095,27.656250,20.513393,0.000000,48.750000,18.482143,15.515857,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),60.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.400000,,,,0.000000,,,,,,,,,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),0.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.400000,,,,0.000000,,,,,,,,,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),0.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,,,,30.000000,58.593750,66.726190,81.250000,22.656250,26.458333,96.875000,68.603671,16.105937,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),60.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,,,,30.000000,45.066964,62.946429,79.129464,34.062500,25.000000,92.857143,61.593750,18.584435,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),60.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,,,,30.000000,81.145833,89.285714,95.833333,14.687500,61.428571,100.000000,87.000992,11.013969,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),60.000000
onnail_vs_offnail_pooled(final),sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,,,,30.000000,76.741071,85.059524,92.261905,15.520833,55.714286,100.000000,82.478175,12.849362,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),60.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,,,,15.000000,25.193452,34.404762,39.553571,14.360119,19.047619,58.452381,33.071429,11.532748,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,,,,15.000000,3.571429,5.848214,12.857143,9.285714,0.000000,25.744048,8.883929,8.822719,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,,,,15.000000,58.742560,62.500000,67.641369,8.898810,52.946429,76.785714,62.559524,9.024705,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,,,,15.000000,38.125000,44.419643,49.627976,11.502976,34.642857,65.178571,44.682540,11.427217,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,,,,15.000000,70.959821,75.014881,85.416667,14.456845,52.857143,95.000000,77.141865,10.769716,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,,,,15.000000,50.156250,59.851190,64.226190,14.069940,39.375000,80.357143,56.488095,14.764435,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",1.000000,,,,0.000000,,,,,,,,,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),0.000000
onnail_vs_offnail_pooled(final),sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",1.000000,,,,0.000000,,,,,,,,,descriptive,,,,,,"subject×area means (C,D,A,F separate)",,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),0.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",0.160000,,,,30.000000,22.511161,33.816964,41.808036,19.296875,0.000000,61.830357,32.341766,16.935459,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",0.160000,,,,30.000000,8.091518,15.982143,24.754464,16.662946,0.000000,40.967262,18.482143,12.352884,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",0.400000,,,,0.000000,,,,,,,,,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),0.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",0.400000,,,,0.000000,,,,,,,,,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),0.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",0.600000,,,,30.000000,59.933036,67.827381,77.752976,17.819940,45.312500,89.880952,68.603671,12.476896,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",0.600000,,,,30.000000,48.768601,59.813988,76.819196,28.050595,33.050595,85.997024,61.593750,15.973158,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",1.000000,,,,30.000000,79.345238,89.561012,94.114583,14.769345,75.014881,100.000000,87.000992,9.701520,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,On-nail,On-nail (C+D),30.000000
onnail_vs_offnail_pooled(final),sensitivity_trial_pooled_n30,"Sensitivity: trial-pooled subject means, full protocol (n=30 per group)",1.000000,,,,30.000000,75.770089,84.635417,89.758185,13.988095,59.732143,97.916667,82.478175,10.118752,descriptive,,,,,,trial-pooled subject means (1 value/subject/group),,,,,,,,,,,,,,,,,,,,,,,Off-nail,Off-nail (A+F),30.000000
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.160000,,,,,,,,,,,,,comparison,On-nail (C+D) vs Off-nail (A+F),"LME: accuracy ~ Group, random intercept ~ subject",Off-nail (A+F),On-nail (C+D),True,"subject×area means (C,D,A,F separate)",0.000000,***,17.302249,13.118367,21.486130,90.000000,90.000000,45.000000,45.000000,45.000000,15.282738,32.584987,17.302249,1.002238,0.985057,0.713343,1.392450,paired Cohen's d on subject-level trial-pooled area means (On-nail − Off-nail; bootstrap CI),,,,,,,
onnail_vs_offnail_pooled(final),primary_all,Primary: all included subjects (matches final figures),0.400000,,,,,,,,,,,,,comparison,On-nail (C+D) vs Off-nail (A+F),"LME: accuracy ~ Group, random intercept ~ subject",Off-nail (A+F),On-nail (C+D),True,"subject×area means (C,D,A,F separate)",0.000000,***,17.876984,13.110431,22.643537,30.000000,30.000000,15.000000,15.000000,15.000000,44.682540,62.559524,17.876984,1.887926,1.784949,1.422607,2.995436,paired Cohen's d on subject-level trial-pooled area means (On-nail − Off-nail; bootstrap CI),,,,,,,
