pair_label,region_group,H,FA,d_prime,criterion
0.4–1,Off-nail,0.9117647058823529,0.2692307692307692,1.9668433445266347,-0.3682805676673438
0.4–1,On-nail,0.9117647058823529,0.2692307692307692,1.9668433445266347,-0.3682805676673438
0.6–1,Off-nail,0.6176470588235294,0.34615384615384615,0.6950322062801544,0.048209192674410095
0.6–1,On-nail,0.38235294117647056,0.19230769230769232,0.5701168628232189,0.5843653418772765
1–1.4,Off-nail,0.38235294117647056,0.2692307692307692,0.3158341941303064,0.45722400753082026
1–1.4,On-nail,0.4411764705882353,0.34615384615384615,0.2477381860886484,0.2718562027701631
1–2,Off-nail,0.9705882352941176,0.34615384615384615,2.2852352561479172,-0.7468923322594714
1–2,On-nail,0.7352941176470589,0.4230769230769231,0.8229323600561163,-0.21743803760413183
